arm,space,x,y,label,class
align,backbone,27.4369,36.6834,0,tench
align,backbone,26.4672,-7.5788,0,tench
align,backbone,-26.4372,22.0133,0,tench
align,backbone,34.6460,31.6517,0,tench
align,backbone,18.8244,-26.0711,0,tench
align,backbone,-22.7017,-30.6248,0,tench
align,backbone,-25.0968,22.2981,0,tench
align,backbone,4.2112,26.7853,0,tench
align,backbone,39.2475,28.6626,0,tench
align,backbone,8.4692,22.9336,0,tench
align,backbone,-66.6325,1.4976,0,tench
align,backbone,-28.1867,16.8167,0,tench
align,backbone,4.3180,30.6166,0,tench
align,backbone,-14.9533,-0.5525,0,tench
align,backbone,38.5942,25.2922,0,tench
align,backbone,34.2961,18.7119,0,tench
align,backbone,-35.6098,22.1579,0,tench
align,backbone,-48.0342,38.6157,0,tench
align,backbone,-39.3971,1.5266,0,tench
align,backbone,-23.3361,18.0843,0,tench
align,backbone,-0.9266,-9.1054,0,tench
align,backbone,-40.6155,-9.3556,0,tench
align,backbone,34.2676,-14.0156,0,tench
align,backbone,38.0488,26.1970,0,tench
align,backbone,-27.2299,15.6599,0,tench
align,backbone,37.3218,-0.3661,0,tench
align,backbone,-32.9751,-48.1892,0,tench
align,backbone,16.3942,35.1985,0,tench
align,backbone,-44.4813,39.7085,0,tench
align,backbone,13.1084,12.7197,0,tench
align,backbone,11.3434,36.4560,0,tench
align,backbone,-35.7019,-47.5800,0,tench
align,backbone,-15.3224,16.3521,0,tench
align,backbone,-16.9711,9.9391,0,tench
align,backbone,69.6394,8.1844,0,tench
align,backbone,23.9023,34.8434,0,tench
align,backbone,0.4577,-4.7506,0,tench
align,backbone,35.9776,-48.3461,0,tench
align,backbone,-62.6738,-5.8674,0,tench
align,backbone,1.8710,9.1990,0,tench
align,backbone,-42.0707,42.1438,0,tench
align,backbone,-34.3231,10.0915,0,tench
align,backbone,-24.0809,-33.0167,0,tench
align,backbone,32.3324,27.7271,0,tench
align,backbone,-33.4486,18.0149,0,tench
align,backbone,-36.7461,-4.5320,0,tench
align,backbone,-34.2819,-15.0479,0,tench
align,backbone,-50.1633,37.7707,0,tench
align,backbone,10.4211,4.9756,0,tench
align,backbone,-59.5941,-29.0503,0,tench
align,backbone,-51.3260,-36.5684,0,tench
align,backbone,-39.4142,-8.9096,0,tench
align,backbone,-40.0348,-46.0106,0,tench
align,backbone,16.2194,14.1652,0,tench
align,backbone,-6.9483,-3.8359,0,tench
align,backbone,6.9355,13.5858,0,tench
align,backbone,37.2459,27.2409,0,tench
align,backbone,10.5711,17.3116,0,tench
align,backbone,5.3774,7.7936,0,tench
align,backbone,36.5978,29.5782,0,tench
align,backbone,9.4092,33.9778,0,tench
align,backbone,-42.4637,9.8210,0,tench
align,backbone,-41.4787,43.8635,0,tench
align,backbone,-57.5631,30.9058,0,tench
align,backbone,-16.1831,14.7764,0,tench
align,backbone,6.0001,26.4574,0,tench
align,backbone,69.6417,-0.0422,0,tench
align,backbone,-41.0157,5.4416,0,tench
align,backbone,34.7996,15.0121,0,tench
align,backbone,6.2600,25.5244,0,tench
align,backbone,33.7825,15.8604,0,tench
align,backbone,-11.8683,6.0730,0,tench
align,backbone,19.0164,-32.7667,0,tench
align,backbone,39.8898,-47.3582,0,tench
align,backbone,35.1282,-1.6144,0,tench
align,backbone,-62.3411,21.2867,0,tench
align,backbone,-20.1162,-45.5156,0,tench
align,backbone,-63.2621,22.0376,0,tench
align,backbone,-35.4554,-13.2211,0,tench
align,backbone,-23.9541,-47.0877,0,tench
align,backbone,38.1715,18.6287,0,tench
align,backbone,-23.3285,50.4805,0,tench
align,backbone,26.0650,30.0257,0,tench
align,backbone,-25.1828,21.9618,0,tench
align,backbone,27.2381,-17.6928,0,tench
align,backbone,-34.5098,8.2966,0,tench
align,backbone,-39.6376,42.2084,0,tench
align,backbone,-15.9769,-5.0476,0,tench
align,backbone,-34.9360,-13.7474,0,tench
align,backbone,37.1356,-0.0033,0,tench
align,backbone,-24.2171,8.4890,0,tench
align,backbone,35.7821,9.2282,0,tench
align,backbone,-22.4356,-23.8120,0,tench
align,backbone,-18.3640,-39.4572,0,tench
align,backbone,39.3780,-49.4376,0,tench
align,backbone,-66.9564,-13.2145,0,tench
align,backbone,-18.7334,51.4648,0,tench
align,backbone,-38.1312,45.8467,0,tench
align,backbone,-42.5143,-2.4210,0,tench
align,backbone,-4.2875,-0.5833,0,tench
align,backbone,35.7640,2.8053,0,tench
align,backbone,16.9685,30.3052,0,tench
align,backbone,69.4822,-0.5984,0,tench
align,backbone,12.3314,7.8767,0,tench
align,backbone,-18.6614,-40.4894,0,tench
align,backbone,-19.0557,-40.2176,0,tench
align,backbone,-14.8989,6.4766,0,tench
align,backbone,-0.5093,0.1917,0,tench
align,backbone,-66.6044,-9.1035,0,tench
align,backbone,19.0681,-34.5996,0,tench
align,backbone,-5.9140,-7.9729,0,tench
align,backbone,35.1169,30.4123,0,tench
align,backbone,-24.9221,-22.5940,0,tench
align,backbone,-12.9488,13.2529,0,tench
align,backbone,-11.0642,-4.9279,0,tench
align,backbone,-25.2138,50.8166,0,tench
align,backbone,-22.1539,50.0980,0,tench
align,backbone,39.2207,9.3025,0,tench
align,backbone,-42.2122,9.6126,0,tench
align,backbone,20.0866,-34.8283,0,tench
align,backbone,-21.0681,-22.3099,0,tench
align,backbone,-16.1215,-3.6391,0,tench
align,backbone,-12.9262,11.7616,0,tench
align,backbone,-37.5168,15.5904,0,tench
align,backbone,28.5652,-46.9794,0,tench
align,backbone,-21.3179,-24.5829,0,tench
align,backbone,39.8694,-48.6067,0,tench
align,backbone,30.1921,-4.9134,0,tench
align,backbone,36.5159,-7.7079,0,tench
align,backbone,9.8487,25.7675,0,tench
align,backbone,26.0702,-22.1569,0,tench
align,backbone,-33.8120,19.5181,0,tench
align,backbone,-65.1037,-11.1581,0,tench
align,backbone,-29.2346,47.9632,0,tench
align,backbone,-67.6309,-11.8744,0,tench
align,backbone,18.7734,-25.1464,0,tench
align,backbone,-66.5065,1.7177,0,tench
align,backbone,61.7595,-15.4653,0,tench
align,backbone,34.5373,11.8454,0,tench
align,backbone,37.5258,28.7293,0,tench
align,backbone,66.4482,-0.6958,0,tench
align,backbone,64.7154,-10.3185,0,tench
align,backbone,-25.3870,-43.4556,0,tench
align,backbone,6.8896,22.6364,0,tench
align,backbone,-42.6665,-43.1945,0,tench
align,backbone,-20.3761,-46.3335,0,tench
align,backbone,-32.0251,-48.4665,0,tench
align,backbone,4.2534,27.0513,0,tench
align,backbone,-2.1015,-10.9231,0,tench
align,backbone,18.3826,-25.3008,0,tench
align,backbone,38.3608,25.5884,0,tench
align,backbone,-61.5962,-22.0431,0,tench
align,backbone,-65.1790,-9.1900,1,springer
align,backbone,-16.0995,-33.6454,1,springer
align,backbone,-40.8642,-3.2985,1,springer
align,backbone,22.2582,-34.5707,1,springer
align,backbone,-31.3933,-49.3338,1,springer
align,backbone,-36.0957,5.8704,1,springer
align,backbone,16.3713,35.5416,1,springer
align,backbone,66.7031,-9.5801,1,springer
align,backbone,2.0264,-7.1448,1,springer
align,backbone,8.2241,11.9514,1,springer
align,backbone,6.0894,13.1708,1,springer
align,backbone,-35.3450,3.1518,1,springer
align,backbone,34.8855,21.9856,1,springer
align,backbone,36.5865,10.5053,1,springer
align,backbone,-67.4539,10.8698,1,springer
align,backbone,-65.5864,-10.6659,1,springer
align,backbone,50.4969,-39.3652,1,springer
align,backbone,-36.4650,-46.9978,1,springer
align,backbone,61.6068,-18.9712,1,springer
align,backbone,-28.2911,19.7788,1,springer
align,backbone,-6.7216,2.7144,1,springer
align,backbone,40.4953,15.2092,1,springer
align,backbone,35.3245,-51.2224,1,springer
align,backbone,-38.2489,6.2478,1,springer
align,backbone,68.7808,4.1029,1,springer
align,backbone,-57.9366,26.6516,1,springer
align,backbone,23.5552,36.9258,1,springer
align,backbone,26.3022,33.8845,1,springer
align,backbone,-29.7123,48.0041,1,springer
align,backbone,-13.7828,4.8253,1,springer
align,backbone,-26.8765,22.2564,1,springer
align,backbone,-17.5562,19.9985,1,springer
align,backbone,26.7789,-19.4096,1,springer
align,backbone,36.5702,30.7160,1,springer
align,backbone,-18.3944,-26.9310,1,springer
align,backbone,31.7010,-14.0832,1,springer
align,backbone,-35.4795,45.9221,1,springer
align,backbone,-33.9132,14.2407,1,springer
align,backbone,-17.6094,16.1881,1,springer
align,backbone,9.2600,27.4704,1,springer
align,backbone,-5.3155,-3.6883,1,springer
align,backbone,41.3981,18.3807,1,springer
align,backbone,54.8933,-28.1642,1,springer
align,backbone,-67.9365,-1.1181,1,springer
align,backbone,39.7497,9.9251,1,springer
align,backbone,-46.0154,-36.8595,1,springer
align,backbone,-32.0036,19.5362,1,springer
align,backbone,-30.3669,47.0867,1,springer
align,backbone,30.9015,33.3714,1,springer
align,backbone,-36.1968,17.3124,1,springer
align,backbone,26.2967,-21.6777,1,springer
align,backbone,-18.8920,21.2429,1,springer
align,backbone,-16.8862,14.1504,1,springer
align,backbone,-29.4319,-19.0263,1,springer
align,backbone,-41.0686,43.1357,1,springer
align,backbone,-14.0297,17.2872,1,springer
align,backbone,23.5708,-20.1482,1,springer
align,backbone,-22.0368,9.0211,1,springer
align,backbone,24.5004,-46.5006,1,springer
align,backbone,-67.4001,-1.1054,1,springer
align,backbone,14.7477,29.7468,1,springer
align,backbone,2.8008,8.7484,1,springer
align,backbone,26.0516,-19.9105,1,springer
align,backbone,68.8816,4.9576,1,springer
align,backbone,-43.4729,38.7625,1,springer
align,backbone,67.7808,1.7635,1,springer
align,backbone,-6.1984,-4.3829,1,springer
align,backbone,-4.4874,-7.1919,1,springer
align,backbone,-48.1100,-38.4689,1,springer
align,backbone,25.2504,43.6537,1,springer
align,backbone,-27.3281,16.8773,1,springer
align,backbone,-13.4209,6.7309,1,springer
align,backbone,-0.5656,-7.8810,1,springer
align,backbone,-50.1733,32.3122,1,springer
align,backbone,-20.6761,18.9175,1,springer
align,backbone,7.3701,-4.5836,1,springer
align,backbone,6.7903,20.7151,1,springer
align,backbone,-54.3386,31.0886,1,springer
align,backbone,-42.1027,0.4786,1,springer
align,backbone,-51.2931,36.0205,1,springer
align,backbone,35.4398,18.4401,1,springer
align,backbone,69.9203,19.7278,1,springer
align,backbone,-35.3287,2.5702,1,springer
align,backbone,-30.4211,-50.0310,1,springer
align,backbone,62.8195,-18.8322,1,springer
align,backbone,32.4459,23.0191,1,springer
align,backbone,-64.3242,-15.9553,1,springer
align,backbone,-17.2971,11.6604,1,springer
align,backbone,5.7179,4.5655,1,springer
align,backbone,19.1891,-32.2043,1,springer
align,backbone,-12.6430,7.6850,1,springer
align,backbone,4.2048,8.7758,1,springer
align,backbone,63.9303,-11.6853,1,springer
align,backbone,63.5650,-13.9460,1,springer
align,backbone,-68.2683,-8.0232,1,springer
align,backbone,35.2084,16.9791,1,springer
align,backbone,-13.2893,11.5579,1,springer
align,backbone,-16.0417,4.3771,1,springer
align,backbone,-28.8422,19.9712,1,springer
align,backbone,-37.1748,-3.4036,1,springer
align,backbone,70.3930,15.0174,1,springer
align,backbone,-59.8899,22.7592,1,springer
align,backbone,28.5987,-10.0462,1,springer
align,backbone,33.5409,-48.2636,1,springer
align,backbone,9.3052,32.4203,1,springer
align,backbone,21.2382,-23.8095,1,springer
align,backbone,10.2319,-7.3720,1,springer
align,backbone,70.0987,18.7893,1,springer
align,backbone,58.8229,-22.4187,1,springer
align,backbone,-21.4672,18.6643,1,springer
align,backbone,35.1546,29.7892,1,springer
align,backbone,-18.6703,11.4830,1,springer
align,backbone,8.4171,-7.8369,1,springer
align,backbone,20.8116,-36.0166,1,springer
align,backbone,1.7336,-5.9683,1,springer
align,backbone,10.7702,33.9723,1,springer
align,backbone,-66.2932,-4.5503,1,springer
align,backbone,26.6673,-24.4414,1,springer
align,backbone,3.4770,33.2502,1,springer
align,backbone,7.1516,26.0560,1,springer
align,backbone,3.0346,28.7529,1,springer
align,backbone,-13.9307,3.0428,1,springer
align,backbone,15.1584,15.1105,1,springer
align,backbone,-32.9301,48.3036,1,springer
align,backbone,-62.8374,21.7549,1,springer
align,backbone,26.1421,-25.9465,1,springer
align,backbone,-67.1892,-8.1907,1,springer
align,backbone,56.6285,-27.5952,1,springer
align,backbone,24.1864,40.8980,1,springer
align,backbone,-22.8729,-25.7679,1,springer
align,backbone,-15.6941,14.5359,1,springer
align,backbone,66.3335,30.0097,1,springer
align,backbone,-36.9351,46.3382,1,springer
align,backbone,11.6875,27.5105,1,springer
align,backbone,2.1671,31.6417,1,springer
align,backbone,-30.1563,17.8107,1,springer
align,backbone,35.8562,9.7853,1,springer
align,backbone,-16.7616,19.7514,1,springer
align,backbone,-28.2929,-25.6962,1,springer
align,backbone,7.9172,-6.6331,1,springer
align,backbone,-16.3343,4.6412,1,springer
align,backbone,-29.9232,8.9988,1,springer
align,backbone,-64.1265,-11.3538,1,springer
align,backbone,38.8028,26.2987,1,springer
align,backbone,20.8968,-39.1799,1,springer
align,backbone,39.1326,-45.8798,1,springer
align,backbone,-35.8869,-12.7004,1,springer
align,backbone,-16.7428,-37.3113,1,springer
align,backbone,9.6285,10.8189,1,springer
align,backbone,-22.7397,-22.1512,1,springer
align,backbone,-9.7342,-2.2512,1,springer
align,backbone,27.5239,41.6032,1,springer
align,backbone,-20.3134,51.4009,1,springer
align,backbone,64.4410,34.4049,1,springer
align,backbone,6.5130,15.6027,1,springer
align,backbone,-14.2796,3.6360,1,springer
align,backbone,1.6220,9.7701,1,springer
align,backbone,-65.8678,19.1450,1,springer
align,backbone,28.8259,35.3896,1,springer
align,backbone,18.8650,-33.1768,1,springer
align,backbone,-18.3604,51.4531,1,springer
align,backbone,37.8356,14.7932,1,springer
align,backbone,32.5306,34.1923,1,springer
align,backbone,-15.9783,10.6883,1,springer
align,backbone,7.7361,21.6991,1,springer
align,backbone,-34.1025,-45.2255,1,springer
align,backbone,-45.8328,-39.7354,1,springer
align,backbone,2.3943,-9.4269,1,springer
align,backbone,-24.3444,-22.0274,1,springer
align,backbone,30.3546,-7.6614,1,springer
align,backbone,68.5059,12.3576,1,springer
align,backbone,19.7999,-27.2512,1,springer
align,backbone,-43.9862,7.2167,1,springer
align,backbone,30.9547,-6.0494,1,springer
align,backbone,36.8208,21.2685,1,springer
align,backbone,29.0883,-15.0403,1,springer
align,backbone,-2.2761,-2.0702,1,springer
align,backbone,-22.7360,16.4534,1,springer
align,backbone,-45.8177,37.9574,1,springer
align,backbone,-42.1926,14.2622,1,springer
align,backbone,48.1821,-42.2551,1,springer
align,backbone,-43.5237,-43.2830,1,springer
align,backbone,-15.1077,-3.6449,1,springer
align,backbone,-66.5487,-11.9282,1,springer
align,backbone,-32.1263,-17.9637,1,springer
align,backbone,-38.8674,6.4628,1,springer
align,backbone,-50.3501,32.0465,1,springer
align,backbone,33.7918,13.2465,1,springer
align,backbone,1.2198,-9.1170,1,springer
align,backbone,51.2591,-33.9573,1,springer
align,backbone,-16.6104,-37.2841,1,springer
align,backbone,-31.6776,46.4512,1,springer
align,backbone,-6.7210,4.4656,1,springer
align,backbone,-51.9569,-35.1817,1,springer
align,backbone,26.5963,-49.4584,1,springer
align,backbone,4.5962,13.1805,1,springer
align,backbone,23.7662,-43.3297,1,springer
align,backbone,-60.0193,-18.9463,1,springer
align,backbone,-21.5696,-34.7307,1,springer
align,backbone,-46.9160,37.8257,1,springer
align,backbone,10.0422,32.6680,1,springer
align,backbone,11.5875,-6.0320,1,springer
align,backbone,-25.5709,-27.0728,1,springer
align,backbone,6.1824,30.0293,1,springer
align,backbone,-18.7828,-27.0057,1,springer
align,backbone,51.0540,-39.2556,1,springer
align,backbone,70.6212,15.8140,1,springer
align,backbone,-26.1712,-24.3006,1,springer
align,backbone,25.9869,30.1042,1,springer
align,backbone,27.4753,36.3801,1,springer
align,backbone,12.4764,16.5124,1,springer
align,backbone,-37.9983,14.2437,1,springer
align,backbone,8.9902,18.4287,1,springer
align,backbone,30.5642,-13.3069,1,springer
align,backbone,-25.2299,16.6332,1,springer
align,backbone,22.7840,-36.8228,1,springer
align,backbone,-18.1632,-28.6798,1,springer
align,backbone,-32.9176,21.3241,1,springer
align,backbone,-15.1175,18.7026,1,springer
align,backbone,-21.4221,-46.2687,1,springer
align,backbone,-59.6364,-28.0986,1,springer
align,backbone,35.1064,31.0065,1,springer
align,backbone,35.8712,-45.0186,1,springer
align,backbone,-17.8869,19.9304,1,springer
align,backbone,-2.3407,-2.0326,1,springer
align,backbone,-46.8833,40.0953,1,springer
align,backbone,50.3426,-40.1202,1,springer
align,backbone,15.0482,36.2503,1,springer
align,backbone,8.1884,12.9826,1,springer
align,backbone,30.0997,-47.1834,1,springer
align,backbone,-35.4391,4.3547,1,springer
align,backbone,-19.7821,-36.5376,1,springer
align,backbone,-12.5448,6.7341,1,springer
align,backbone,29.7590,-8.6696,1,springer
align,backbone,40.2509,17.6787,1,springer
align,backbone,-41.8968,2.8221,1,springer
align,backbone,-28.9517,23.8887,1,springer
align,backbone,24.6838,34.7710,1,springer
align,backbone,16.2221,-37.3053,1,springer
align,backbone,37.8206,-2.4050,1,springer
align,backbone,-32.4643,23.5258,1,springer
align,backbone,59.3127,-21.9337,1,springer
align,backbone,-17.0223,1.8297,1,springer
align,backbone,-36.6379,6.6184,1,springer
align,backbone,-51.5811,-37.6158,1,springer
align,backbone,66.0674,-5.3547,1,springer
align,backbone,34.9368,1.7096,1,springer
align,backbone,15.4743,-38.4137,1,springer
align,backbone,11.7097,4.5665,1,springer
