arm,space,x,y,label,class
align,embedding,13.3759,-41.9254,2,bird
align,embedding,-39.0477,5.2260,5,dog
align,embedding,-22.4089,-65.1445,5,dog
align,embedding,24.4220,17.8860,8,ship
align,embedding,-6.3015,-8.0851,5,dog
align,embedding,88.8847,7.9772,1,automobile
align,embedding,-35.3298,26.1014,5,dog
align,embedding,22.5315,35.3031,8,ship
align,embedding,-3.0834,-43.9226,4,deer
align,embedding,-1.6578,-50.0854,5,dog
align,embedding,-5.4489,0.7563,6,frog
align,embedding,31.0406,-44.2490,8,ship
align,embedding,-75.2239,23.9209,2,bird
align,embedding,68.5071,1.2722,1,automobile
align,embedding,10.9879,-31.6975,0,airplane
align,embedding,38.9290,-17.3166,1,automobile
align,embedding,39.3712,20.7482,1,automobile
align,embedding,-3.9597,15.4884,4,deer
align,embedding,50.0701,-7.9465,8,ship
align,embedding,-59.2042,8.0998,5,dog
align,embedding,-22.3897,-65.1626,7,horse
align,embedding,-23.3315,-12.1054,3,cat
align,embedding,-54.9425,18.0298,6,frog
align,embedding,-35.9168,25.3894,2,bird
align,embedding,-1.9201,47.8833,2,bird
align,embedding,11.8551,6.7308,5,dog
align,embedding,52.6219,6.6875,9,truck
align,embedding,69.1190,7.6428,0,airplane
align,embedding,62.1573,-25.4513,8,ship
align,embedding,-24.1218,-27.5719,6,frog
align,embedding,-44.8032,48.1459,3,cat
align,embedding,-42.4094,46.2353,4,deer
align,embedding,5.3073,62.9939,8,ship
align,embedding,-39.1058,-1.6241,5,dog
align,embedding,41.1640,36.8851,9,truck
align,embedding,-20.0884,12.5965,4,deer
align,embedding,88.7204,-1.5900,1,automobile
align,embedding,39.8470,40.3737,9,truck
align,embedding,-2.8926,-66.3644,7,horse
align,embedding,51.5175,0.8893,1,automobile
align,embedding,-33.6220,-36.2882,7,horse
align,embedding,1.2997,58.6580,7,horse
align,embedding,88.1333,-5.7954,1,automobile
align,embedding,-5.9538,-3.9207,4,deer
align,embedding,84.5697,23.4333,8,ship
align,embedding,69.2648,9.2638,9,truck
align,embedding,-79.2748,16.0812,2,bird
align,embedding,22.6745,-8.0906,8,ship
align,embedding,88.2292,13.0495,1,automobile
align,embedding,-38.2488,16.2770,5,dog
align,embedding,69.0160,10.5630,9,truck
align,embedding,41.5393,30.3476,8,ship
align,embedding,-59.9158,1.4022,3,cat
align,embedding,-6.6634,-26.0316,3,cat
align,embedding,-2.1600,40.5048,7,horse
align,embedding,-79.0627,15.8336,4,deer
align,embedding,-82.0834,-13.5809,4,deer
align,embedding,-76.5806,21.1584,3,cat
align,embedding,11.8345,6.5512,2,bird
align,embedding,-3.2479,23.1844,2,bird
align,embedding,-75.0516,24.2475,3,cat
align,embedding,-33.4755,29.9704,5,dog
align,embedding,-3.7538,17.6959,2,bird
align,embedding,-80.8764,-19.3348,6,frog
align,embedding,-29.6607,35.0134,3,cat
align,embedding,11.2122,18.2843,4,deer
align,embedding,-1.8928,48.1856,2,bird
align,embedding,-37.9510,-48.1754,2,bird
align,embedding,-0.0301,-58.0130,7,horse
align,embedding,-17.2329,28.8214,6,frog
align,embedding,-6.6784,-25.7972,5,dog
align,embedding,-81.8323,-15.0406,4,deer
align,embedding,31.5108,-43.2716,0,airplane
align,embedding,-0.2700,-55.1499,6,frog
align,embedding,-17.2635,31.8347,7,horse
align,embedding,10.1086,-22.2261,2,bird
align,embedding,-37.7989,19.0419,6,frog
align,embedding,-11.1120,-69.3800,2,bird
align,embedding,17.2180,65.4209,4,deer
align,embedding,5.0456,62.7739,6,frog
align,embedding,14.7593,66.0909,2,bird
align,embedding,87.6046,15.5262,8,ship
align,embedding,61.9973,-23.8707,0,airplane
align,embedding,-59.7760,-3.9781,5,dog
align,embedding,45.6485,-16.2497,9,truck
align,embedding,10.8518,20.9232,3,cat
align,embedding,-19.0631,14.9315,5,dog
align,embedding,-59.5855,-6.4004,4,deer
align,embedding,85.4936,-15.5022,8,ship
align,embedding,-38.2156,5.9347,6,frog
align,embedding,22.8180,32.3390,1,automobile
align,embedding,36.9333,44.0964,1,automobile
align,embedding,-34.0995,-36.6351,4,deer
align,embedding,-30.8009,33.7387,3,cat
align,embedding,-1.0933,-51.2674,4,deer
align,embedding,37.0367,13.4821,9,truck
align,embedding,-4.2440,12.4918,3,cat
align,embedding,-41.6200,45.0834,4,deer
align,embedding,11.3864,17.0360,8,ship
align,embedding,27.9504,-47.8620,9,truck
align,embedding,10.3342,26.9061,7,horse
align,embedding,-12.2714,-69.4044,4,deer
align,embedding,51.6567,1.6710,9,truck
align,embedding,37.3640,43.7096,9,truck
align,embedding,-81.2436,-17.7917,6,frog
align,embedding,51.4596,0.5635,8,ship
align,embedding,-82.8570,-4.8196,6,frog
align,embedding,-74.1558,25.7654,2,bird
align,embedding,86.0142,20.1234,8,ship
align,embedding,87.4040,-9.2955,8,ship
align,embedding,87.3950,-9.3314,8,ship
align,embedding,-6.6395,-27.0620,4,deer
align,embedding,3.5456,61.4105,4,deer
align,embedding,64.9505,-11.3646,8,ship
align,embedding,22.6359,38.4066,2,bird
align,embedding,-6.7900,-19.9401,7,horse
align,embedding,-35.3514,23.8623,5,dog
align,embedding,52.3916,5.5604,1,automobile
align,embedding,-19.7701,-66.8695,7,horse
align,embedding,-40.2986,42.8467,4,deer
align,embedding,-72.9509,27.6471,2,bird
align,embedding,1.2553,58.5939,8,ship
align,embedding,-9.2684,-69.3256,7,horse
align,embedding,-17.0306,-68.6460,7,horse
align,embedding,-81.5957,6.7266,5,dog
align,embedding,-0.1180,-59.8254,7,horse
align,embedding,-59.5644,-7.1446,5,dog
align,embedding,88.6566,10.3453,0,airplane
align,embedding,38.0784,16.6846,8,ship
align,embedding,39.8157,-17.6829,9,truck
align,embedding,19.7543,-49.1112,1,automobile
align,embedding,10.4813,24.5790,4,deer
align,embedding,23.3765,41.1110,9,truck
align,embedding,-71.2167,30.3007,3,cat
align,embedding,-6.7583,-23.2948,7,horse
align,embedding,18.2721,64.9547,9,truck
align,embedding,-43.3916,47.2968,4,deer
align,embedding,66.7341,-5.9691,0,airplane
align,embedding,34.2409,0.0475,9,truck
align,embedding,51.3697,0.0356,1,automobile
align,embedding,-0.3337,-54.7331,3,cat
align,embedding,30.9300,-31.8316,1,automobile
align,embedding,41.6169,33.2747,1,automobile
align,embedding,-82.7532,-4.2004,6,frog
align,embedding,14.2143,-43.7394,8,ship
align,embedding,-74.0058,25.9992,6,frog
align,embedding,-0.8745,-62.8090,4,deer
align,embedding,62.0019,24.4754,8,ship
align,embedding,-57.9255,13.2402,4,deer
align,embedding,-81.0334,9.9603,5,dog
align,embedding,-56.4321,14.3088,7,horse
align,embedding,23.5912,-13.4956,0,airplane
align,embedding,-24.6479,-63.4775,5,dog
align,embedding,-82.6044,1.2220,6,frog
align,embedding,-2.1398,-47.8201,7,horse
align,embedding,40.8852,-17.8700,1,automobile
align,embedding,34.3209,1.2342,8,ship
align,embedding,-32.6480,30.0476,4,deer
align,embedding,87.4404,16.0996,8,ship
align,embedding,-0.7616,-62.6280,3,cat
align,embedding,24.1143,42.7212,9,truck
align,embedding,40.5283,38.9073,8,ship
align,embedding,10.4818,24.5669,3,cat
align,embedding,-20.5377,9.7349,3,cat
align,embedding,-21.5160,2.7507,4,deer
align,embedding,-6.6555,-14.1047,4,deer
align,embedding,-51.0901,-16.6649,4,deer
align,embedding,-54.3979,47.3909,5,dog
align,embedding,-39.8253,-2.5844,5,dog
align,embedding,39.3646,-17.5264,9,truck
align,embedding,9.5953,-14.3258,0,airplane
align,embedding,83.5608,25.5275,0,airplane
align,embedding,-20.8068,4.3367,3,cat
align,embedding,-82.8619,-5.1709,6,frog
align,embedding,36.7982,12.7373,9,truck
align,embedding,-5.2834,2.2970,4,deer
align,embedding,9.9943,-5.7998,3,cat
align,embedding,-39.9703,41.3433,6,frog
align,embedding,22.6420,33.8063,9,truck
align,embedding,8.2725,64.8025,3,cat
align,embedding,73.1121,-30.9478,8,ship
align,embedding,-24.9090,-28.9625,5,dog
align,embedding,-36.9705,22.2144,2,bird
align,embedding,70.3420,-31.6858,1,automobile
align,embedding,-54.1996,47.5570,6,frog
align,embedding,-80.4059,-21.2270,6,frog
align,embedding,-44.7943,48.0196,6,frog
align,embedding,87.9953,14.0695,1,automobile
align,embedding,-21.7492,37.4269,4,deer
align,embedding,26.2880,-48.8685,0,airplane
align,embedding,68.4728,1.0766,9,truck
align,embedding,-1.8142,48.9916,5,dog
align,embedding,10.3714,26.3019,8,ship
align,embedding,52.0692,3.9003,1,automobile
align,embedding,58.4011,21.9340,9,truck
align,embedding,-5.4908,0.3411,4,deer
align,embedding,-11.5811,-69.4508,2,bird
align,embedding,-6.2455,-8.9268,8,ship
align,embedding,-35.0547,26.7141,3,cat
align,embedding,-41.0963,-7.9591,6,frog
align,embedding,35.1743,6.7617,1,automobile
align,embedding,24.3703,20.0277,8,ship
align,embedding,-2.3641,33.9341,3,cat
align,embedding,35.7791,9.2936,9,truck
align,embedding,23.2589,29.4632,8,ship
align,embedding,0.8119,57.8895,6,frog
align,embedding,9.8451,65.4858,3,cat
align,embedding,-38.3777,-43.9624,3,cat
align,embedding,-38.4861,13.7669,5,dog
align,embedding,37.1506,-15.9107,9,truck
align,embedding,9.6046,-14.6020,8,ship
align,embedding,15.4441,-45.6569,1,automobile
align,embedding,-6.5421,-11.5583,2,bird
align,embedding,-40.5234,-2.5431,5,dog
align,embedding,11.2714,17.8617,3,cat
align,embedding,68.2656,-0.0019,8,ship
align,embedding,63.5578,24.7593,9,truck
align,embedding,-37.2440,-41.0875,7,horse
align,embedding,-79.2551,15.2936,6,frog
align,embedding,-0.7868,-52.1348,4,deer
align,embedding,29.5515,46.5819,0,airplane
align,embedding,41.6210,31.8395,9,truck
align,embedding,65.8693,-8.7182,1,automobile
align,embedding,-68.3258,34.0697,6,frog
align,embedding,-52.0637,48.4598,2,bird
align,embedding,-82.7258,-8.0027,2,bird
align,embedding,-39.6131,42.5392,6,frog
align,embedding,-22.8656,-6.1286,2,bird
align,embedding,10.7474,21.7479,3,cat
align,embedding,0.7019,57.7187,4,deer
align,embedding,47.1188,-14.5805,1,automobile
align,embedding,55.9314,18.1152,9,truck
align,embedding,-34.6102,27.0458,4,deer
align,embedding,11.4822,3.0299,6,frog
align,embedding,-81.6669,7.3226,3,cat
align,embedding,69.0758,10.0544,8,ship
align,embedding,11.9498,66.0521,6,frog
align,embedding,-21.3871,2.3177,3,cat
align,embedding,88.2235,13.0739,8,ship
align,embedding,44.5420,-16.9399,1,automobile
align,embedding,25.0468,43.9756,9,truck
align,embedding,37.4980,43.5847,9,truck
align,embedding,10.8607,-30.5958,0,airplane
align,embedding,-1.9704,-48.2077,7,horse
align,embedding,23.3772,-12.5551,8,ship
align,embedding,-17.9097,21.6855,4,deer
align,embedding,11.5439,4.2115,8,ship
align,embedding,-71.2070,30.1129,4,deer
align,embedding,-1.6914,49.9829,4,deer
align,embedding,84.0946,24.4586,8,ship
align,embedding,51.1919,-1.0311,9,truck
align,embedding,28.2832,-26.1261,8,ship
align,embedding,-23.4661,37.9333,4,deer
align,embedding,-79.4754,14.7080,3,cat
align,embedding,64.0755,-29.4781,0,airplane
align,embedding,-6.0646,-32.0873,7,horse
align,embedding,11.0963,-32.5606,9,truck
align,embedding,-76.7871,20.2387,3,cat
align,embedding,-82.8492,-3.7175,3,cat
align,embedding,-6.7542,-22.5963,0,airplane
align,embedding,62.0613,-24.6996,9,truck
align,embedding,-47.1047,-16.1725,5,dog
align,embedding,-0.4030,-54.2500,4,deer
align,embedding,-60.2429,42.7190,3,cat
align,embedding,-39.9417,-3.1520,4,deer
align,embedding,-30.2663,-33.5263,6,frog
align,embedding,-4.2801,12.1021,5,dog
align,embedding,88.3353,12.4883,8,ship
align,embedding,79.8302,-25.6688,1,automobile
align,embedding,11.5050,16.1701,6,frog
align,embedding,-60.0624,-0.7568,3,cat
align,embedding,-21.7503,5.6037,7,horse
align,embedding,-6.7629,-18.2496,2,bird
align,embedding,37.5145,14.9647,8,ship
align,embedding,11.9739,10.7801,2,bird
align,embedding,24.4209,18.5778,9,truck
align,embedding,32.3696,-39.6062,0,airplane
align,embedding,83.6365,-19.8094,1,automobile
align,embedding,19.7903,-49.1246,8,ship
align,embedding,9.7881,-17.8931,9,truck
align,embedding,-81.2566,8.9529,6,frog
align,embedding,-6.4535,-8.0651,4,deer
align,embedding,-43.7883,-13.4999,6,frog
align,embedding,-51.7843,-16.4904,7,horse
align,embedding,-40.5720,42.0474,3,cat
align,embedding,39.8001,40.4565,0,airplane
align,embedding,-59.4719,4.2133,5,dog
align,embedding,-22.3630,-2.8676,5,dog
align,embedding,-4.6216,8.6921,7,horse
align,embedding,-0.4655,-53.9529,3,cat
align,embedding,-23.2741,-13.1459,2,bird
align,embedding,65.6499,-9.3641,1,automobile
align,embedding,64.1620,-13.6191,1,automobile
align,embedding,10.3888,-25.7228,4,deer
align,embedding,84.8615,22.7902,8,ship
align,embedding,87.2091,16.8743,0,airplane
align,embedding,-11.3066,-69.4469,3,cat
align,embedding,24.5904,43.4263,1,automobile
align,embedding,-22.6924,-19.5626,8,ship
align,embedding,13.4877,66.1890,9,truck
align,embedding,-82.7337,-0.8635,6,frog
align,embedding,-59.6183,3.9519,6,frog
align,embedding,32.0553,-35.4587,4,deer
align,embedding,3.4354,61.3024,5,dog
align,embedding,87.0929,17.2304,1,automobile
align,embedding,63.6243,24.7433,9,truck
align,embedding,-57.6061,11.7644,4,deer
align,embedding,-39.8643,-2.1966,3,cat
align,embedding,-77.6293,19.1764,5,dog
align,embedding,53.8143,11.7593,9,truck
align,embedding,-17.7333,-67.9364,4,deer
align,embedding,77.0022,-28.5309,1,automobile
align,embedding,-42.4264,-11.6854,6,frog
align,embedding,-54.6229,-15.1364,6,frog
align,embedding,-70.4819,31.2578,5,dog
align,embedding,86.9882,17.5437,1,automobile
align,embedding,38.7044,-17.1963,8,ship
align,embedding,-12.4229,-69.3649,3,cat
align,embedding,-54.9338,46.8972,7,horse
align,embedding,-2.1276,42.8622,4,deer
align,embedding,51.1225,-1.4607,9,truck
align,embedding,86.5981,-12.2401,0,airplane
align,embedding,63.6796,-15.0566,0,airplane
align,embedding,-0.0432,-58.0069,7,horse
align,embedding,-55.6059,-14.7053,5,dog
align,embedding,12.0565,-37.7444,8,ship
align,embedding,-52.1257,47.9108,6,frog
align,embedding,11.6348,-35.8540,3,cat
align,embedding,51.1601,-1.2230,9,truck
align,embedding,9.9389,-6.2984,8,ship
align,embedding,-27.4557,-61.4059,7,horse
align,embedding,-6.6328,-12.7679,5,dog
align,embedding,-22.5577,37.5937,4,deer
align,embedding,-43.4388,-13.5024,7,horse
align,embedding,11.6755,14.8096,3,cat
align,embedding,28.4695,-26.5020,1,automobile
align,embedding,34.7455,-10.2834,1,automobile
align,embedding,12.1230,-37.9952,2,bird
align,embedding,-19.7385,11.7950,5,dog
align,embedding,9.5967,-14.4301,2,bird
align,embedding,-17.7251,21.7768,7,horse
align,embedding,-3.4524,-66.3136,5,dog
align,embedding,67.9006,-1.5966,1,automobile
align,embedding,-69.3213,32.8374,6,frog
align,embedding,9.9275,-19.8848,3,cat
align,embedding,-82.6512,0.9232,3,cat
align,embedding,-38.7866,5.2427,4,deer
align,embedding,70.6384,-31.6433,1,automobile
align,embedding,39.7485,22.0145,9,truck
align,embedding,40.6275,25.1940,8,ship
align,embedding,88.5313,-3.2912,1,automobile
align,embedding,24.5388,43.3575,8,ship
align,embedding,88.6052,10.7493,1,automobile
align,embedding,-81.8627,7.0742,4,deer
align,embedding,-22.5657,-3.9607,2,bird
align,embedding,-2.1151,-47.8109,3,cat
align,embedding,-59.6139,1.1027,6,frog
align,embedding,62.2762,-26.1557,8,ship
align,embedding,-80.9853,10.1131,6,frog
align,embedding,10.7579,21.6649,2,bird
align,embedding,88.4612,-3.8349,1,automobile
align,embedding,-41.3112,43.5524,5,dog
align,embedding,-33.6781,29.8192,5,dog
align,embedding,34.7334,-10.2048,0,airplane
align,embedding,63.9408,-14.2675,1,automobile
align,embedding,-59.5938,-8.3444,5,dog
align,embedding,-27.7490,-32.1441,7,horse
align,embedding,-38.5163,13.3442,2,bird
align,embedding,-20.0555,10.3502,4,deer
align,embedding,41.3775,28.9487,9,truck
align,embedding,-56.5610,15.4553,4,deer
align,embedding,-21.8901,37.4262,4,deer
align,embedding,-2.1167,43.4292,3,cat
align,embedding,35.4544,7.9976,9,truck
align,embedding,-23.1176,-22.8690,5,dog
align,embedding,36.6145,12.1489,9,truck
align,embedding,51.3273,-0.2210,9,truck
align,embedding,-57.4380,-12.2297,5,dog
align,embedding,-58.3822,-10.2391,5,dog
align,embedding,11.8786,6.9665,4,deer
align,embedding,64.0247,-29.4220,1,automobile
align,embedding,-20.2286,9.0854,2,bird
align,embedding,-19.6045,17.2928,7,horse
align,embedding,84.3358,-18.3414,1,automobile
align,embedding,84.8469,-17.1522,1,automobile
align,embedding,-77.2048,21.3085,4,deer
align,embedding,11.4206,3.3178,2,bird
align,embedding,-23.0955,-16.0795,3,cat
align,embedding,-77.4384,19.5883,4,deer
align,embedding,-38.4039,-45.0472,3,cat
align,embedding,-82.7739,-7.0782,3,cat
align,embedding,35.6389,8.7647,1,automobile
align,embedding,11.9202,-37.1958,2,bird
align,embedding,11.3819,17.0671,4,deer
align,embedding,22.5155,37.5041,9,truck
align,embedding,25.0701,-49.3798,0,airplane
align,embedding,-68.8570,33.3087,4,deer
align,embedding,-19.9871,10.4091,5,dog
align,embedding,-1.9845,47.0322,0,airplane
align,embedding,63.0304,24.7183,1,automobile
align,embedding,6.8599,64.0193,7,horse
align,embedding,-57.7621,-11.6407,6,frog
align,embedding,-35.0502,-53.9620,7,horse
align,embedding,-23.2661,-10.4681,3,cat
align,embedding,53.2015,9.3285,0,airplane
align,embedding,27.1052,-23.4472,8,ship
align,embedding,40.6085,25.1090,3,cat
align,embedding,38.5778,18.2277,9,truck
align,embedding,32.1192,-41.2434,0,airplane
align,embedding,53.7021,11.3330,8,ship
align,embedding,40.5193,24.7417,0,airplane
align,embedding,-57.1668,11.7942,4,deer
align,embedding,-5.8401,-33.7413,7,horse
align,embedding,88.9609,1.4277,1,automobile
align,embedding,-38.6671,5.4960,5,dog
align,embedding,11.2720,2.9059,2,bird
align,embedding,67.5277,-3.1170,8,ship
align,embedding,-60.0651,-7.7787,6,frog
align,embedding,-80.6314,11.5266,6,frog
align,embedding,40.2605,39.5519,1,automobile
align,embedding,88.5714,10.9937,0,airplane
align,embedding,34.6638,-9.7627,8,ship
align,embedding,-38.3682,15.1582,5,dog
align,embedding,-29.6638,-59.3816,7,horse
align,embedding,-23.4866,-24.4021,7,horse
align,embedding,-23.2384,-11.6284,5,dog
align,embedding,-59.5313,-4.4521,2,bird
align,embedding,-3.7742,-66.8114,3,cat
align,embedding,-71.9954,29.0494,6,frog
align,embedding,69.1336,9.6281,1,automobile
align,embedding,-33.7561,-55.4912,4,deer
align,embedding,-22.9893,-23.1529,7,horse
align,embedding,-34.0458,29.3819,4,deer
align,embedding,67.0769,-31.4015,1,automobile
align,embedding,67.0339,-4.9333,9,truck
align,embedding,22.4961,36.5147,2,bird
align,embedding,-22.2055,-1.4910,5,dog
align,embedding,76.5493,-28.8909,1,automobile
align,embedding,-59.4524,-7.9736,7,horse
align,embedding,-25.0912,-63.3603,7,horse
align,embedding,65.9451,-8.4947,9,truck
align,embedding,-23.4517,-25.2120,5,dog
align,embedding,-57.9444,-11.9238,6,frog
align,embedding,-6.7898,-68.3755,0,airplane
align,embedding,23.1648,30.0516,1,automobile
align,embedding,68.7215,2.6811,9,truck
align,embedding,41.5511,30.4927,0,airplane
align,embedding,-58.8287,-7.9649,6,frog
align,embedding,-37.2271,-50.5076,2,bird
align,embedding,-5.0056,5.0411,8,ship
align,embedding,-12.1739,-69.4711,6,frog
align,embedding,-38.3021,7.4345,5,dog
align,embedding,-26.4581,-61.9580,5,dog
align,embedding,23.2611,29.4604,9,truck
align,embedding,-44.2472,47.6223,4,deer
align,embedding,-21.0068,4.0701,6,frog
align,embedding,63.2869,-28.4886,8,ship
align,embedding,-59.0630,6.7044,5,dog
align,embedding,-18.7262,17.9449,5,dog
align,embedding,69.1410,9.4480,8,ship
align,embedding,-2.4189,33.0147,5,dog
align,embedding,-36.4760,23.5661,6,frog
align,embedding,24.3093,21.1330,0,airplane
align,embedding,74.2248,-30.4595,1,automobile
align,embedding,54.1828,13.0694,1,automobile
align,embedding,-80.7128,10.8942,6,frog
align,embedding,-53.8288,46.4786,5,dog
align,embedding,-55.8448,-14.2757,3,cat
align,embedding,55.4823,17.0936,8,ship
align,embedding,-6.7481,-23.7013,3,cat
align,embedding,-33.6712,-55.8687,4,deer
align,embedding,9.6389,-10.2051,0,airplane
align,embedding,-6.7205,-15.3704,4,deer
align,embedding,-38.5619,-47.2024,5,dog
align,embedding,-0.0078,-59.0322,7,horse
align,embedding,-42.0033,-10.9788,3,cat
align,embedding,69.1122,7.4385,9,truck
align,embedding,29.2671,-28.1631,8,ship
align,embedding,64.4556,-12.7767,8,ship
align,embedding,-2.8150,27.8853,2,bird
align,embedding,2.1762,59.8664,4,deer
align,embedding,-22.5841,-17.8439,5,dog
align,embedding,-18.5661,18.5657,5,dog
align,embedding,-2.0394,45.9778,2,bird
align,embedding,-37.7118,-40.9490,9,truck
align,embedding,-81.5911,7.6277,6,frog
align,embedding,36.8095,-15.5129,9,truck
align,embedding,-6.5187,-28.4368,2,bird
align,embedding,88.3767,12.2515,0,airplane
align,embedding,52.7442,7.2634,1,automobile
align,embedding,-55.8924,15.9188,5,dog
align,embedding,-0.6456,-53.0289,5,dog
align,embedding,85.0707,22.3246,0,airplane
align,embedding,-33.6415,29.5238,5,dog
align,embedding,30.7340,-44.7847,0,airplane
align,embedding,-81.1119,-18.3558,2,bird
align,embedding,-20.0222,36.3658,5,dog
align,embedding,-17.3606,25.2738,4,deer
align,embedding,-7.7246,-68.9568,7,horse
align,embedding,10.3115,27.8340,2,bird
align,embedding,-30.8833,-34.4305,2,bird
align,embedding,-51.8206,-16.5063,3,cat
align,embedding,31.9709,46.6106,8,ship
align,embedding,-18.6519,17.8394,4,deer
align,embedding,39.8660,40.3420,0,airplane
align,embedding,22.5683,38.0404,9,truck
align,embedding,29.7019,46.5968,8,ship
align,embedding,25.2381,-49.3274,0,airplane
align,embedding,-35.7474,-53.0061,7,horse
align,embedding,8.1885,64.7754,0,airplane
align,embedding,10.5759,-27.8280,4,deer
align,embedding,-23.8292,-27.1821,5,dog
align,embedding,34.5806,3.4734,8,ship
align,embedding,39.4994,21.1714,1,automobile
align,embedding,-31.3355,-35.0499,4,deer
align,embedding,-53.6491,-16.3569,5,dog
align,embedding,-58.8674,-7.4035,4,deer
align,embedding,62.1705,-20.7840,8,ship
align,embedding,-82.6471,-9.0603,6,frog
align,embedding,-34.5854,28.2313,4,deer
align,embedding,-6.6740,-25.8618,4,deer
align,embedding,-20.9800,36.9872,3,cat
align,embedding,20.7805,-49.4248,9,truck
align,embedding,6.1227,63.5760,7,horse
align,embedding,-24.5854,-29.7656,2,bird
align,embedding,-64.2800,38.7616,3,cat
align,embedding,-2.9752,-44.8741,4,deer
align,embedding,-36.5833,23.6343,4,deer
align,embedding,-30.2783,-34.0603,2,bird
align,embedding,-22.7909,-5.2498,5,dog
align,embedding,32.3828,-39.4172,0,airplane
align,embedding,84.1073,-18.8391,1,automobile
align,embedding,-38.5235,7.5327,6,frog
align,embedding,10.1818,-4.3245,3,cat
align,embedding,-18.5701,17.4020,6,frog
align,embedding,35.2191,45.3232,9,truck
align,embedding,56.3428,18.9382,9,truck
align,embedding,-18.7768,34.8379,3,cat
align,embedding,-29.3520,35.0289,3,cat
align,embedding,-79.2455,15.3041,6,frog
align,embedding,-25.1652,-63.0264,2,bird
align,embedding,-15.9452,-68.6879,6,frog
align,embedding,-0.0501,-58.5827,4,deer
align,embedding,32.4163,-38.4032,1,automobile
align,embedding,87.4047,16.2233,8,ship
align,embedding,-42.7830,-12.2649,4,deer
align,embedding,-3.4581,-44.2877,7,horse
align,embedding,-56.3510,14.6324,5,dog
align,embedding,-2.3064,-65.3606,3,cat
align,embedding,-5.0524,4.6057,5,dog
align,embedding,-22.9839,-6.9386,4,deer
